Date,PartnerName,Code,Subscriber Identifier,Aggregator Rate Plan,Active Subscriber Count,Suspended Subscriber Count
20200702,STX Group,916,5933117,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5933176,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5933302,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5933398,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934098,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934105,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934116,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934128,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934141,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934143,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934187,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934194,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934196,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934199,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934369,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934376,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934510,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5934970,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5935342,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5937253,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5937335,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5937364,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5938317,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5938504,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5939341,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5939815,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5939820,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5941595,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5941634,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5941696,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5941699,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5941884,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5941978,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5942909,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5942916,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5943744,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5943835,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5944003,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5945723,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5945796,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946006,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946062,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946097,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946155,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946246,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946407,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946693,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946696,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946716,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946747,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946782,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946827,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946858,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5946864,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5948277,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5948498,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5948505,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5948506,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5948807,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5949696,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5950359,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5950371,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5950521,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5951548,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5952629,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5952941,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5953104,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5953127,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5954083,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5954838,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5954845,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5955729,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5956744,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5957478,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5958523,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5958780,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5958941,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5959366,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5959936,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5960118,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5960610,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5961559,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5961941,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5964059,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5964989,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5965418,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5966208,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5966362,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5967019,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5967732,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5968887,MRC PPP 2 - Exclusive - Default,1,0
20200702,STX Group,916,5969821,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4783669,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4825545,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4838799,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,4848040,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4851805,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4852008,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4856743,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4868398,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,4871897,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4903868,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4914556,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4915647,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4951073,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4952919,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4962837,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4965639,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4981639,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4993128,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4994230,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,4998612,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5002063,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5008180,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5025418,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5026054,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5048186,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5049437,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5052582,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5076063,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5080674,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5088836,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5106389,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5126290,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5129752,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5130728,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5144670,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5149375,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5157352,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5160224,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5165519,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5167045,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5182190,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5193090,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5196364,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5201854,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5219424,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5219461,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5260038,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5272071,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5273791,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5274374,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5275628,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5276832,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5294267,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5295285,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5299691,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5312292,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5341254,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5346633,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5352474,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5362423,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5364772,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5365343,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5386214,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5404265,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5405479,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5424251,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5426565,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5441401,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5479593,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5483916,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5489186,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5493980,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5498900,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5501427,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5506741,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5508590,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5514074,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5515675,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5515833,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5518131,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5521231,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5548161,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5550935,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5556917,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5558016,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5574096,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5579482,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5587047,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5588423,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5595591,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5596741,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5596865,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5598333,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5603863,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5604107,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5604899,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5606127,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5610976,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5613661,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5614518,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5616769,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5616864,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5620884,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5621590,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5630929,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5632973,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5639400,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5642148,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5642444,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5642648,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5645143,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5646868,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5647816,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5648526,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5652234,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5657843,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5667551,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5682497,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5684788,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5686403,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5690342,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5694017,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5695786,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5698137,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5698338,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5700582,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5702182,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5703536,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5704211,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5707589,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5708021,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5709473,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5715099,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5718447,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5720789,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5724995,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5725246,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5726997,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5732016,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5732907,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5734029,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5736409,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5739558,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5741757,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5743301,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5746000,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5746307,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5747750,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5748342,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5750438,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5753358,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5756300,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5762761,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5762821,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5765085,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5765844,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5770259,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5775382,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5784714,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5786088,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5786793,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5787857,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5790917,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5793783,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5800539,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5800756,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5808882,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5810180,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5811698,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5811749,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5811751,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5811969,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5811997,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5812024,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5812255,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5812444,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5812740,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5812795,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5813577,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5813594,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5813796,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5814087,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5814486,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5814502,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5816084,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5817576,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5817702,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5817787,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5817888,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5817939,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5820013,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5820020,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5820844,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5822046,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5822067,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5823498,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5824159,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5824173,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5824174,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5824409,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5824420,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5824473,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5825215,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5825623,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5825714,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5825825,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5826339,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5827702,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5828386,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5828412,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5829165,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5830240,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5831046,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5833404,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5833499,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5834160,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5834489,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5836113,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5836450,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5836548,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5836895,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5837250,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5837490,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5837537,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5838252,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5840249,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5840654,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5841135,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5841673,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5842060,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5842664,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5842842,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5842860,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5843057,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5843410,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5844162,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5845028,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5846016,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5846116,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5846716,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5846777,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5846972,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5847868,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5848126,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5848512,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5849878,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5850766,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5850995,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5853240,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854258,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854581,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854652,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854659,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854663,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854665,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854671,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854685,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854753,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854783,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5854785,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5856610,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5857286,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5857686,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5859122,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5859183,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5859245,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5859256,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5859500,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5859507,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5859839,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5860004,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5860140,MRC PPP 2 - Exclusive - Default,1,0
20200703,STX Group,916,5860396,MRC PPP 2 - Exclusive - Default,0,1
20200703,STX Group,916,5860513,MRC PPP 2 - Exclusive - Default,0,1
